DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-05-18 06:40:00,7.0,0.0,1006.03,25.51,70.14,14564.17,39.9
2024-05-18 06:50:00,7.0,0.0,1006.2,24.56,74.59,16198.17,50.46
2024-05-18 07:00:00,7.0,0.0,1006.27,25.21,72.29,20937.58,78.77
2024-05-18 07:10:00,7.0,0.0,1006.41,25.67,70.05,21539.67,81.49
2024-05-18 07:20:00,7.0,0.0,1006.56,26.44,67.3,29913.92,146.54
2024-05-18 07:30:00,7.0,0.0,1006.66,27.4,63.44,30050.08,144.98
2024-05-18 07:40:00,7.0,0.0,1006.72,28.24,60.13,32868.92,172.58
2024-05-18 07:50:00,7.0,0.0,1006.85,28.57,58.54,31069.08,152.45
2024-05-18 08:00:00,7.0,0.0,1006.88,28.73,56.88,32947.83,172.34
2024-05-18 08:10:00,7.0,0.0,1006.89,30.12,53.56,52376.16,457.73
2024-05-18 08:20:00,7.0,0.0,1006.82,32.31,46.75,41194.49,288.58
2024-05-18 08:30:00,7.0,0.0,1006.72,31.78,46.95,44737.32,341.71
2024-05-18 08:40:00,7.0,0.0,1006.66,32.12,46.52,42947.38,298.16
2024-05-18 08:50:00,7.0,0.0,1006.59,32.41,45.07,32644.01,177.44
2024-05-18 09:00:00,7.0,0.0,1006.48,31.12,48.46,26856.42,117.27
2024-05-18 09:10:00,7.0,0.0,1006.45,34.09,41.87,83458.91,1138.77
2024-05-18 09:20:00,7.0,0.0,1006.41,36.58,34.08,64541.59,643.26
2024-05-18 09:30:00,7.0,0.0,1006.42,39.18,28.97,98440.18,1504.71
2024-05-18 09:40:00,7.0,0.0,1006.38,40.0,23.79,85159.65,1118.23
2024-05-18 09:50:00,7.0,0.0,1006.31,40.0,24.38,71783.54,823.71
2024-05-18 10:00:00,7.0,0.0,1006.21,40.0,21.23,113221.99,1918.08
2024-05-18 10:10:00,7.0,0.0,1006.13,40.0,18.01,84321.77,1165.81
2024-05-18 10:20:00,7.0,0.0,1006.02,40.0,19.0,89368.3,1272.59
2024-05-18 10:30:00,7.0,0.0,1005.84,40.0,18.36,104232.22,1543.79
2024-05-18 10:40:00,7.0,0.0,1005.82,40.0,15.96,115306.9,2035.77
2024-05-18 10:50:00,7.0,0.0,1005.6,40.0,15.07,101066.85,1496.61
2024-05-18 11:00:00,7.0,0.0,1005.43,40.0,14.72,113523.32,1899.85
2024-05-18 11:10:00,7.0,0.0,1005.22,40.0,16.38,94844.63,1307.53
2024-05-18 11:20:00,7.0,0.0,1005.02,40.0,18.66,81903.72,1057.93
2024-05-18 11:30:00,7.0,0.0,1004.81,40.0,20.88,96700.62,1422.39
2024-05-18 11:40:00,7.0,0.0,1004.62,40.0,19.01,109423.21,1657.48
2024-05-18 11:50:00,7.0,0.0,1004.5,40.0,19.01,89871.6,1141.34
2024-05-18 12:00:00,7.0,0.0,1004.43,40.0,20.67,113009.06,1840.6
2024-05-18 12:10:00,7.0,0.0,1004.31,40.0,18.92,117665.66,2026.41
2024-05-18 12:20:00,7.0,0.0,1004.05,40.0,22.11,103097.86,1537.7
2024-05-18 12:30:00,7.0,0.0,1003.93,40.0,23.91,73418.16,851.04
2024-05-18 12:40:00,7.0,0.0,1003.82,39.09,27.36,62834.02,644.08
2024-05-18 12:50:00,7.0,0.0,1003.77,39.49,27.02,57111.87,527.22
2024-05-18 13:00:00,7.0,0.0,1003.71,37.3,30.93,48603.31,370.63
2024-05-18 13:10:00,7.0,0.0,1003.6,36.77,32.44,50689.12,407.42
2024-05-18 13:20:00,7.0,0.0,1003.48,35.71,35.33,39892.92,254.22
2024-05-18 13:30:00,7.0,0.0,1003.44,34.67,37.79,29774.33,141.8
2024-05-18 13:40:00,7.0,0.0,1003.37,33.76,40.76,25697.17,105.65
2024-05-18 13:50:00,7.0,0.0,1003.33,32.49,44.29,15729.5,40.02
2024-05-18 14:00:00,7.0,0.0,1003.26,31.06,50.33,13886.75,31.51
2024-05-18 14:10:00,7.0,0.0,1003.31,30.66,54.06,18938.75,57.77
2024-05-18 14:20:00,7.0,0.0,1003.34,29.5,63.4,21450.58,75.73
2024-05-18 14:30:00,7.0,0.0,1003.27,29.24,63.08,25004.83,104.63
2024-05-18 14:40:00,7.0,0.0,1003.24,30.51,56.84,33937.0,182.02
2024-05-18 14:50:00,7.0,0.0,1003.17,31.28,52.51,33875.33,180.8
2024-05-18 15:00:00,7.0,0.0,1003.07,31.95,49.67,31125.08,155.03
2024-05-18 15:10:00,7.0,0.0,1003.02,32.34,48.42,28760.34,133.0
2024-05-18 15:20:00,7.0,0.0,1003.01,31.52,50.56,28294.08,126.55
2024-05-18 15:30:00,7.0,0.0,1002.88,30.99,52.38,21822.17,77.5
2024-05-18 15:40:00,7.0,0.0,1002.75,30.94,52.35,16951.58,46.91
2024-05-18 15:50:00,7.0,0.0,1002.71,30.13,54.24,17462.17,49.45
2024-05-18 16:00:00,7.0,0.0,1002.71,30.14,53.6,16958.25,48.08
2024-05-18 16:10:00,7.0,0.0,1002.62,30.56,51.95,23245.5,91.51
2024-05-18 16:20:00,7.0,0.0,1002.53,31.01,49.57,24962.58,107.86
2024-05-18 16:30:00,7.0,0.0,1002.5,30.55,52.2,15446.75,41.76
2024-05-18 16:40:00,7.0,0.0,1002.58,29.92,54.82,13380.42,30.4
2024-05-18 16:50:00,7.0,0.0,1002.53,29.65,56.69,9058.25,14.48
2024-05-18 17:00:00,7.0,0.0,1002.58,28.94,59.16,6238.75,6.85
2024-05-18 17:10:00,7.0,0.0,1002.56,28.6,60.71,6760.08,8.26
2024-05-18 17:20:00,7.0,0.0,1002.72,28.84,61.05,9743.5,18.5
2024-05-18 17:30:00,7.0,0.0,1002.74,29.59,60.09,10736.0,24.22
2024-05-18 17:40:00,7.0,0.0,1002.85,29.58,59.94,9324.5,17.97
2024-05-18 17:50:00,7.0,0.0,1002.9,28.93,61.33,5376.66,5.88
2024-05-18 18:00:00,7.0,0.0,1003.06,27.99,64.01,2203.67,1.03
2024-05-18 18:10:00,7.0,0.0,1003.09,27.19,66.32,1163.75,0.33
2024-05-18 18:20:00,7.0,0.0,1003.26,26.53,67.84,453.67,0.08
2024-05-18 18:30:00,7.0,0.0,1003.33,25.99,69.91,125.25,0.01
2024-05-18 18:40:00,7.0,0.0,1003.32,25.68,71.11,31.46,0.0
2024-05-19 04:50:00,7.0,0.0,1003.38,22.85,87.05,23.33,0.0
2024-05-19 05:00:00,7.0,0.0,1003.41,22.86,87.55,78.83,0.0
2024-05-19 05:10:00,7.0,0.0,1003.5,22.8,87.6,271.25,0.04
2024-05-19 05:20:00,7.0,0.0,1003.54,22.77,87.69,763.08,0.18
2024-05-19 05:30:00,7.0,0.0,1003.59,22.84,87.19,1566.57,0.61
2024-05-19 05:40:00,7.0,0.0,1003.58,23.05,86.43,3506.42,2.59
2024-05-19 05:50:00,7.0,0.0,1003.75,23.55,83.11,4569.17,3.92
2024-05-19 06:00:00,7.0,0.0,1003.93,23.81,80.91,3218.58,1.94
2024-05-19 06:10:00,7.0,0.0,1004.17,23.85,80.29,3889.0,3.05
2024-05-19 06:20:00,7.0,0.0,1004.33,24.22,77.54,6107.5,6.79
2024-05-19 06:30:00,7.0,0.0,1004.43,24.68,76.32,7698.83,10.67
2024-05-19 06:40:00,7.0,0.0,1004.46,25.19,75.44,11592.66,23.82
2024-05-19 06:50:00,7.0,0.0,1004.62,25.84,73.11,15851.75,40.81
2024-05-19 07:00:00,7.0,0.0,1004.68,26.28,71.5,13186.25,28.23
2024-05-19 07:10:00,7.0,0.0,1004.63,26.57,71.03,13404.5,29.62
2024-05-19 07:20:00,7.0,0.0,1004.65,27.51,68.36,18888.42,57.39
2024-05-19 07:30:00,7.0,0.0,1004.65,28.45,65.16,19305.5,60.23
2024-05-19 07:40:00,7.0,0.0,1004.68,29.0,62.83,22783.33,82.71
2024-05-19 07:50:00,7.0,0.0,1004.77,29.39,59.94,24913.0,98.75
2024-05-19 08:00:00,7.0,0.0,1004.76,29.58,59.35,25267.17,102.13
2024-05-19 08:10:00,7.0,0.0,1004.77,29.94,58.12,27813.75,124.36
2024-05-19 08:20:00,7.0,0.0,1004.76,30.84,55.82,31875.75,160.01
2024-05-19 08:30:00,7.0,0.0,1004.89,31.72,51.9,36313.91,203.46
2024-05-19 08:40:00,7.0,0.0,1004.94,32.36,49.2,34981.91,187.08
2024-05-19 08:50:00,7.0,0.0,1004.88,32.75,47.66,37202.58,214.05
2024-05-19 09:00:00,7.0,0.0,1004.86,33.04,46.45,32217.42,163.42
2024-05-19 09:10:00,7.0,0.0,1004.83,33.14,46.08,29358.0,136.01
2024-05-19 09:20:00,7.0,0.0,1004.81,33.08,46.52,27501.58,120.36
2024-05-19 09:30:00,7.0,0.0,1004.82,32.63,47.39,21919.33,77.53
2024-05-19 09:40:00,7.0,0.0,1004.84,31.72,49.83,20553.83,69.56
2024-05-19 09:50:00,7.0,0.0,1004.69,32.04,48.64,24061.92,95.43
2024-05-19 10:00:00,7.0,0.0,1004.68,32.64,47.08,26973.25,117.66
2024-05-19 10:10:00,7.0,0.0,1004.69,33.05,45.87,26587.58,114.06
2024-05-19 10:20:00,7.0,0.0,1004.65,33.24,45.82,26424.17,114.0
2024-05-19 10:30:00,7.0,0.0,1004.63,33.57,44.83,28280.67,129.66
2024-05-19 10:40:00,7.0,0.0,1004.64,34.43,42.2,31154.33,155.5
2024-05-19 10:50:00,7.0,0.0,1004.6,34.48,42.18,26697.5,112.26
2024-05-19 11:00:00,7.0,0.0,1004.46,34.56,41.88,26801.42,114.29
2024-05-19 11:10:00,7.0,0.0,1004.35,35.45,40.46,34188.42,190.26
2024-05-19 11:20:00,7.0,0.0,1004.37,36.44,37.46,35078.41,198.78
2024-05-19 11:30:00,7.0,0.0,1004.25,36.82,36.64,31236.0,158.09
2024-05-19 11:40:00,7.0,0.0,1004.13,36.69,36.51,34678.66,190.7
2024-05-19 11:50:00,7.0,0.0,1004.12,36.97,35.79,36686.65,208.42
2024-05-19 12:00:00,7.0,0.0,1004.12,36.52,35.86,24528.42,94.99
2024-05-19 12:10:00,7.0,0.0,1004.12,35.3,38.49,22520.58,78.7
2024-05-19 12:20:00,7.0,0.0,1004.09,34.49,40.05,18460.0,52.84
2024-05-19 12:30:00,7.0,0.0,1004.06,33.55,43.1,18756.58,54.98
2024-05-19 12:40:00,7.0,0.0,1004.03,32.9,48.2,22252.58,76.19
2024-05-19 12:50:00,7.0,0.16,1003.93,31.66,60.32,24741.0,99.9
2024-05-19 13:00:00,7.0,0.0,1003.96,30.54,65.1,23860.25,94.78
2024-05-19 13:10:00,7.0,0.0,1003.93,30.3,68.14,23049.75,91.69
2024-05-19 13:20:00,7.0,0.0,1003.85,30.57,66.34,26719.08,118.75
2024-05-19 13:30:00,7.0,0.0,1003.76,31.05,61.94,27502.75,119.09
2024-05-19 13:40:00,7.0,0.0,1003.66,31.19,61.67,24324.5,92.93
2024-05-19 13:50:00,7.0,0.0,1003.57,30.47,67.29,24947.75,100.56
2024-05-19 14:00:00,7.0,0.0,1003.41,30.84,65.1,30290.83,153.79
2024-05-19 14:10:00,7.0,0.0,1003.32,31.81,62.05,35629.16,204.67
2024-05-19 14:20:00,7.0,0.0,1003.26,33.02,54.78,33783.91,190.07
2024-05-19 14:30:00,7.0,0.0,1003.13,34.16,50.5,34635.5,198.32
2024-05-19 14:40:00,7.0,0.0,1003.06,34.2,48.9,31593.67,168.71
2024-05-19 14:50:00,7.0,0.0,1002.94,35.13,44.65,36664.75,233.82
2024-05-19 15:00:00,7.0,0.0,1002.87,36.29,39.74,36907.58,241.12
2024-05-19 15:10:00,7.0,0.0,1002.85,35.76,40.93,30293.16,152.27
2024-05-19 15:20:00,7.0,0.0,1002.82,35.33,41.82,29588.33,147.18
2024-05-19 15:30:00,7.0,0.0,1002.8,35.37,42.76,31433.42,165.98
2024-05-19 15:40:00,7.0,0.0,1002.71,36.33,40.67,40698.01,297.84
2024-05-19 15:50:00,7.0,0.0,1002.67,37.99,36.12,34626.16,217.48
2024-05-19 16:00:00,7.0,0.0,1002.63,37.54,35.6,25874.25,117.09
2024-05-19 16:10:00,7.0,0.0,1002.48,34.73,39.95,17472.58,53.57
2024-05-19 16:20:00,7.0,0.0,1002.66,33.62,42.2,18326.75,58.85
2024-05-19 16:30:00,7.0,0.0,1002.8,32.95,43.72,15658.67,41.98
2024-05-19 16:40:00,7.0,0.0,1002.91,32.02,46.19,11277.0,21.57
2024-05-19 16:50:00,7.0,0.0,1003.01,31.68,46.95,10674.83,19.05
2024-05-19 17:00:00,7.0,0.0,1003.07,31.08,48.86,8971.0,13.48
2024-05-19 17:10:00,7.0,0.0,1003.07,30.69,49.59,7569.75,9.94
2024-05-19 17:20:00,7.0,0.0,1003.12,30.2,51.19,5284.92,5.17
2024-05-19 17:30:00,7.0,0.0,1003.2,29.53,53.13,3252.17,2.02
2024-05-19 17:40:00,7.0,0.0,1003.25,28.94,55.64,2565.67,1.29
2024-05-19 17:50:00,7.0,0.0,1003.36,28.41,58.53,1766.25,0.67
2024-05-19 18:00:00,7.0,0.0,1003.37,27.94,61.03,1274.83,0.38
2024-05-19 18:10:00,7.0,0.0,1003.34,27.59,63.09,752.08,0.17
2024-05-19 18:20:00,7.0,0.0,1003.32,27.25,64.64,262.17,0.03
2024-05-19 18:30:00,7.0,0.0,1003.32,26.9,66.61,87.5,0.01
2024-05-19 18:40:00,7.0,0.0,1003.37,26.65,67.69,27.78,0.0
2024-05-20 04:50:00,7.0,0.0,1003.5,22.7,89.88,32.71,0.0
2024-05-20 05:00:00,7.0,0.0,1003.53,22.73,89.45,127.33,0.01
2024-05-20 05:10:00,7.0,0.0,1003.64,22.82,88.56,487.5,0.09
2024-05-20 05:20:00,7.0,0.0,1003.69,22.9,87.1,1166.25,0.37
2024-05-20 05:30:00,7.0,0.0,1003.78,23.04,86.3,2227.08,1.1
2024-05-20 05:40:00,7.0,0.0,1003.78,23.26,85.45,3596.33,2.53
2024-05-20 05:50:00,7.0,0.0,1003.8,23.58,84.22,4768.92,4.17
2024-05-20 06:00:00,7.0,0.0,1003.93,24.07,82.42,6685.75,7.76
2024-05-20 06:10:00,7.0,0.0,1004.04,24.6,81.02,8541.42,12.56
2024-05-20 06:20:00,7.0,0.0,1004.1,25.07,79.56,9920.08,16.54
2024-05-20 06:30:00,7.0,0.0,1004.21,25.73,76.61,11577.33,22.17
2024-05-20 06:40:00,7.0,0.0,1004.28,26.37,73.44,14318.75,33.91
2024-05-20 06:50:00,7.0,0.0,1004.38,27.31,69.14,20857.67,73.15
2024-05-20 07:00:00,7.0,0.0,1004.52,28.55,64.26,22619.5,84.16
2024-05-20 07:10:00,7.0,0.0,1004.54,28.79,63.41,19914.83,63.76
2024-05-20 07:20:00,7.0,0.0,1004.61,29.26,61.65,21751.08,75.66
2024-05-20 07:30:00,7.0,0.0,1004.64,29.38,60.55,20664.83,68.64
2024-05-20 07:40:00,7.0,0.0,1004.66,30.03,58.7,24476.5,95.06
2024-05-20 07:50:00,7.0,0.0,1004.62,31.17,54.81,32034.58,161.93
2024-05-20 08:00:00,7.0,0.0,1004.68,32.31,50.74,35442.75,199.53
2024-05-20 08:10:00,7.0,0.0,1004.77,33.49,47.88,37857.33,224.56
2024-05-20 08:20:00,7.0,0.0,1004.8,34.6,44.09,50237.39,395.9
2024-05-20 08:30:00,7.0,0.0,1004.85,36.36,39.84,52768.29,437.53
2024-05-20 08:40:00,7.0,0.0,1004.81,38.51,35.05,62812.28,630.83
2024-05-20 08:50:00,7.0,0.0,1004.91,39.92,31.6,61845.92,593.78
2024-05-20 09:00:00,7.0,0.0,1004.96,40.0,28.45,69203.4,734.39
2024-05-20 09:10:00,7.0,0.0,1005.0,40.0,25.9,68479.98,714.42
2024-05-20 09:20:00,7.0,0.0,1005.07,40.0,24.41,64628.56,638.16
2024-05-20 09:30:00,7.0,0.0,1005.0,40.0,23.66,57689.03,511.84
2024-05-20 09:40:00,7.0,0.0,1004.82,40.0,25.14,45209.8,319.92
2024-05-20 09:50:00,7.0,0.0,1004.76,40.0,28.57,38816.46,237.38
2024-05-20 10:00:00,7.0,0.0,1004.77,38.94,32.4,38863.83,239.58
2024-05-20 10:10:00,7.0,0.0,1004.71,37.73,34.93,43249.16,295.29
2024-05-20 10:20:00,7.0,0.0,1004.68,37.45,35.79,42713.69,294.31
2024-05-20 10:30:00,7.0,0.0,1004.64,37.88,35.21,44783.7,322.86
2024-05-20 10:40:00,7.0,0.0,1004.56,39.19,33.31,51333.48,418.55
2024-05-20 10:50:00,7.0,0.0,1004.43,39.99,30.81,51778.93,423.78
2024-05-20 11:00:00,7.0,0.0,1004.37,40.0,29.5,51886.74,424.78
2024-05-20 11:10:00,7.0,0.0,1004.27,40.0,29.13,50889.29,414.95
2024-05-20 11:20:00,7.0,0.0,1004.13,40.0,29.36,46915.15,354.32
2024-05-20 11:30:00,7.0,0.0,1004.0,40.0,28.97,45182.78,330.47
2024-05-20 11:40:00,7.0,0.0,1003.8,40.0,28.82,42847.2,300.14
2024-05-20 11:50:00,7.0,0.0,1003.69,40.0,30.8,46441.85,348.52
2024-05-20 12:00:00,7.0,0.0,1003.7,39.98,30.28,58890.78,542.15
2024-05-20 12:10:00,7.0,0.0,1003.7,40.0,31.68,52087.63,431.79
2024-05-20 12:20:00,7.0,0.0,1003.58,38.45,35.57,44608.08,320.49
2024-05-20 12:30:00,7.0,0.0,1003.48,38.68,35.95,37368.08,224.72
2024-05-20 12:40:00,7.0,0.0,1003.39,38.78,35.46,43507.15,297.7
2024-05-20 12:50:00,7.0,0.0,1003.32,39.64,34.04,43036.41,289.78
2024-05-20 13:00:00,7.0,0.0,1003.16,40.0,33.03,40427.7,256.83
2024-05-20 13:10:00,7.0,0.0,1003.05,39.57,34.05,31111.5,155.69
2024-05-20 13:20:00,7.0,0.0,1003.01,37.8,37.86,24069.17,95.17
2024-05-20 13:30:00,7.0,0.0,1002.83,36.34,41.39,18997.58,60.03
2024-05-20 13:40:00,7.0,0.0,1002.78,35.02,44.64,19824.17,64.65
2024-05-20 13:50:00,7.0,0.0,1002.78,33.95,47.09,23422.33,89.04
2024-05-20 14:00:00,7.0,0.0,1002.75,33.58,47.91,24513.25,97.02
2024-05-20 14:10:00,7.0,0.0,1002.71,33.48,47.73,24594.33,97.76
2024-05-20 14:20:00,7.0,0.0,1002.71,33.14,48.79,21676.25,77.08
2024-05-20 14:30:00,7.0,0.0,1002.68,32.95,51.18,25318.33,105.28
2024-05-20 14:40:00,7.0,0.0,1002.73,32.64,54.69,31231.75,160.47
2024-05-20 14:50:00,7.0,0.0,1002.72,32.02,56.35,31048.58,158.08
2024-05-20 15:00:00,7.0,0.0,1002.73,32.31,53.73,32138.42,168.5
2024-05-20 15:10:00,7.0,0.0,1002.68,32.37,53.12,30339.83,150.12
2024-05-20 15:20:00,7.0,0.0,1002.66,32.52,52.46,26323.33,111.11
2024-05-20 15:30:00,7.0,0.0,1002.68,32.14,52.66,20725.25,69.18
2024-05-20 15:40:00,7.0,0.0,1002.64,31.41,55.07,16672.84,45.06
2024-05-20 15:50:00,7.0,0.0,1002.63,30.45,59.26,16064.33,40.9
2024-05-20 16:00:00,7.0,0.0,1002.61,30.14,61.35,16311.5,43.74
2024-05-20 16:10:00,7.0,0.0,1002.63,30.09,62.17,15802.83,42.81
2024-05-20 16:20:00,7.0,0.0,1002.65,30.18,62.65,14954.33,37.09
2024-05-20 16:30:00,7.0,0.0,1002.82,29.99,63.62,14494.5,34.81
2024-05-20 16:40:00,7.0,0.0,1002.88,29.86,64.87,12078.67,24.47
2024-05-20 16:50:00,7.0,0.0,1002.97,29.62,65.91,10535.25,18.76
2024-05-20 17:00:00,7.0,0.0,1003.01,29.21,67.22,7812.5,10.58
2024-05-20 17:10:00,7.0,0.0,1003.06,28.84,68.3,6600.75,7.55
2024-05-20 17:20:00,7.0,0.0,1003.18,28.52,69.73,5982.42,6.28
2024-05-20 17:30:00,7.0,0.0,1003.38,28.17,72.15,5815.08,5.98
2024-05-20 17:40:00,7.0,0.0,1003.5,28.08,72.8,5052.92,4.69
2024-05-20 17:50:00,7.0,0.0,1003.66,27.93,72.97,2942.92,1.77
2024-05-20 18:00:00,7.0,0.12,1003.71,27.67,73.72,1302.5,0.38
2024-05-20 18:10:00,7.0,0.0,1003.79,27.42,74.99,727.83,0.15
2024-05-20 18:20:00,7.0,0.0,1003.87,27.37,75.1,268.0,0.03
2024-05-20 18:30:00,7.0,0.0,1003.99,27.34,75.63,77.5,0.01
2024-05-20 18:40:00,7.0,0.0,1004.08,27.26,75.69,25.0,0.0
2024-05-21 04:50:00,7.0,0.0,1004.51,23.76,91.8,25.42,0.0
2024-05-21 05:00:00,7.0,0.0,1004.5,23.79,91.82,79.92,0.0
2024-05-21 05:10:00,7.0,0.0,1004.52,23.79,91.93,245.92,0.03
2024-05-21 05:20:00,7.0,0.0,1004.61,23.86,91.71,646.42,0.15
2024-05-21 05:30:00,7.0,0.0,1004.68,24.01,91.0,1785.58,0.81
2024-05-21 05:40:00,7.0,0.0,1004.76,24.3,89.66,3647.17,2.82
2024-05-21 05:50:00,7.0,0.0,1004.86,24.6,88.38,4507.25,3.99
2024-05-21 06:00:00,7.0,0.0,1004.91,24.85,87.4,5922.25,6.48
2024-05-21 06:10:00,7.0,0.0,1004.93,25.15,86.12,7808.17,11.03
2024-05-21 06:20:00,7.0,0.0,1004.9,25.59,84.2,12293.17,26.1
2024-05-21 06:30:00,7.0,0.0,1004.89,26.4,80.6,17564.67,50.79
2024-05-21 06:40:00,7.0,0.0,1004.85,27.46,75.95,21818.67,77.15
2024-05-21 06:50:00,7.0,0.0,1004.8,28.75,70.61,24875.08,100.19
2024-05-21 07:00:00,7.0,0.0,1004.81,29.38,67.7,20170.08,65.35
2024-05-21 07:10:00,7.0,0.0,1004.75,29.5,67.0,17777.17,51.22
2024-05-21 07:20:00,7.0,0.0,1004.75,29.68,66.34,18977.67,59.17
2024-05-21 07:30:00,7.0,0.0,1004.78,30.06,64.26,22034.83,79.01
2024-05-21 07:40:00,7.0,0.0,1004.86,30.38,63.08,25757.92,106.73
2024-05-21 07:50:00,7.0,0.0,1004.84,31.24,59.8,29455.83,137.39
2024-05-21 08:00:00,7.0,0.0,1004.83,32.2,56.3,33058.08,172.67
2024-05-21 08:10:00,7.0,0.0,1004.84,32.97,53.76,33770.41,180.53
2024-05-21 08:20:00,7.0,0.0,1004.92,33.43,52.4,35007.83,193.26
2024-05-21 08:30:00,7.0,0.0,1004.99,33.98,50.36,33227.0,175.6
2024-05-21 08:40:00,7.0,0.0,1005.09,33.89,49.72,28820.42,133.6
2024-05-21 08:50:00,7.0,0.0,1005.16,33.54,51.34,27342.08,120.67
2024-05-21 09:00:00,7.0,0.0,1005.26,33.27,52.36,26089.58,108.43
2024-05-21 09:10:00,7.0,0.0,1005.35,33.01,52.87,24390.5,94.25
2024-05-21 09:20:00,7.0,0.0,1005.47,33.02,53.15,24136.17,91.58
2024-05-21 09:30:00,7.0,0.0,1005.6,32.88,55.0,24688.08,96.1
2024-05-21 09:40:00,7.0,0.0,1005.65,31.97,61.06,29886.58,120.29
2024-05-21 09:50:00,7.0,0.0,1005.6,32.25,59.79,32846.58,172.42
2024-05-21 10:00:00,7.0,0.0,1005.58,33.4,55.34,43266.91,300.16
2024-05-21 10:10:00,7.0,0.0,1005.56,34.95,51.34,52045.4,432.53
2024-05-21 10:20:00,7.0,0.0,1005.61,36.74,44.0,74947.29,878.32
2024-05-21 10:30:00,7.0,0.0,1005.53,39.78,34.64,85617.5,1093.2
2024-05-21 10:40:00,7.0,0.0,1005.37,40.0,27.54,96800.89,1397.79
2024-05-21 10:50:00,7.0,0.0,1005.26,40.0,23.43,100181.71,1431.15
2024-05-21 11:00:00,7.0,0.0,1005.1,40.0,21.55,87770.33,1135.77
2024-05-21 11:10:00,7.0,0.0,1004.95,40.0,22.62,76873.9,896.78
2024-05-21 11:20:00,7.0,0.0,1004.81,40.0,22.36,87447.26,1132.41
2024-05-21 11:30:00,7.0,0.0,1004.64,40.0,20.97,77635.42,1002.8
2024-05-21 11:40:00,7.0,0.0,1004.54,40.0,24.4,44983.51,341.11
2024-05-21 11:50:00,7.0,0.0,1004.46,40.0,25.52,44836.34,347.01
2024-05-21 12:00:00,7.0,0.0,1004.33,40.0,29.49,34808.71,217.57
2024-05-21 12:10:00,7.0,0.0,1004.23,40.0,32.01,37991.72,265.85
2024-05-21 12:20:00,7.0,0.0,1004.12,39.67,34.78,32169.0,180.49
2024-05-21 12:30:00,7.0,0.0,1003.98,39.83,33.9,53377.97,447.06
2024-05-21 12:40:00,7.0,0.0,1003.92,40.0,31.09,53206.18,450.26
2024-05-21 12:50:00,7.0,0.0,1003.84,40.0,31.96,47189.53,352.67
2024-05-21 13:00:00,7.0,0.0,1003.75,39.64,34.85,52755.17,438.14
2024-05-21 13:10:00,7.0,0.0,1003.6,39.83,34.46,58166.28,509.14
2024-05-21 13:20:00,7.0,0.0,1003.5,40.0,32.19,41709.3,266.46
2024-05-21 13:30:00,7.0,0.0,1003.43,39.64,33.77,22774.0,86.24
2024-05-21 13:40:00,7.0,0.0,1003.43,37.59,44.41,14626.25,39.6
2024-05-21 13:50:00,7.0,0.0,1003.4,33.7,59.71,11252.5,24.74
2024-05-21 14:00:00,7.0,0.0,1003.26,32.49,59.42,16521.58,48.51
2024-05-21 14:10:00,7.0,0.0,1003.25,32.67,58.78,22972.25,85.88
2024-05-21 14:20:00,7.0,0.28,1003.18,32.45,65.45,25749.83,107.98
