DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),month,day,hour,minute,GloblRad_daily,GloblRad_hourly,dbm,仰角
2024-04-22 08:50:00,5.0,0.21,1005.23,40.0,19.82,47193.1,698.96,4,22,8,50,15.6,1.2,-5.0,57.57
2024-04-22 09:00:00,5.0,0.48,1005.18,40.0,18.07,63973.42,784.59,4,22,9,0,15.6,2.1,-5.0,59.66
2024-04-22 09:10:00,5.0,0.43,1005.15,40.0,18.79,69234.31,828.96,4,22,9,10,15.6,2.1,-5.0,61.66
2024-04-22 09:20:00,5.0,0.64,1005.15,40.0,19.81,66913.65,850.24,4,22,9,20,15.6,2.1,-5.0,63.55
2024-04-22 09:30:00,5.0,0.77,1005.14,40.0,21.01,65495.55,814.45,4,22,9,30,15.6,2.1,-5.0,65.34
2024-04-22 09:40:00,5.0,0.32,1005.05,40.0,20.54,64625.5,766.65,4,22,9,40,15.6,2.1,-5.0,67.01
2024-04-22 09:50:00,5.0,0.87,1004.98,40.0,23.52,56791.85,580.94,4,22,9,50,15.6,2.1,-5.0,68.58
2024-04-22 10:00:00,5.0,0.46,1004.76,40.0,25.48,48744.0,431.69,4,22,10,0,15.6,2.3,-5.0,70.04
2024-04-22 10:10:00,5.0,0.99,1004.73,40.0,27.71,37075.38,243.81,4,22,10,10,15.6,2.3,-5.0,71.38
2024-04-22 10:20:00,5.0,0.68,1004.67,40.0,30.86,44454.85,322.14,4,22,10,20,15.6,2.3,-5.0,72.6
2024-04-22 10:30:00,5.0,0.57,1004.75,40.0,28.82,56856.9,518.18,4,22,10,30,15.6,2.3,-5.0,73.7
2024-04-22 10:40:00,5.0,0.92,1004.69,40.0,29.13,50915.71,435.32,4,22,10,40,15.6,2.3,-5.0,74.68
2024-04-22 10:50:00,5.0,0.5,1004.56,40.0,30.13,50486.79,428.71,4,22,10,50,15.6,2.3,-5.0,75.53
2024-04-22 11:00:00,5.0,1.18,1004.35,40.0,28.56,84042.72,1113.55,4,22,11,0,15.6,1.6,-5.0,76.26
2024-04-22 11:10:00,5.0,0.8,1004.36,40.0,25.1,90911.99,1039.03,4,22,11,10,15.6,1.6,-5.0,76.86
2024-04-22 11:20:00,5.0,1.12,1004.27,40.0,24.85,80762.7,978.13,4,22,11,20,15.6,1.6,-5.0,77.34
2024-04-22 11:30:00,5.0,1.19,1004.12,40.0,23.31,115234.85,1279.6,4,22,11,30,15.6,1.6,-5.0,77.69
2024-04-22 11:40:00,5.0,1.43,1003.89,40.0,21.32,116371.73,1310.15,4,22,11,40,15.6,1.6,-5.0,77.91
2024-04-22 11:50:00,5.0,1.46,1003.76,40.0,21.95,105822.46,1221.7,4,22,11,50,15.6,1.6,-5.0,78.0
2024-04-22 12:00:00,5.0,1.8,1003.6,40.0,24.5,71300.9,712.32,4,22,12,0,15.6,2.8,-5.0,77.96
2024-04-22 12:10:00,5.0,2.31,1003.45,40.0,30.81,66669.99,722.88,4,22,12,10,15.6,2.8,-5.0,77.79
2024-04-22 12:20:00,5.0,2.24,1003.13,40.0,32.6,72860.76,895.2,4,22,12,20,15.6,2.8,-5.0,77.49
2024-04-22 12:30:00,5.0,1.97,1002.91,40.0,28.45,106213.64,1544.0,4,22,12,30,15.6,2.8,-5.0,77.07
2024-04-22 12:40:00,5.0,2.57,1002.8,40.0,29.24,73273.14,829.93,4,22,12,40,15.6,2.8,-5.0,76.52
2024-04-22 12:50:00,5.0,1.75,1002.75,40.0,31.51,75955.52,871.24,4,22,12,50,15.6,2.8,-5.0,75.84
2024-04-22 13:00:00,5.0,2.01,1002.64,40.0,32.12,66085.64,676.82,4,22,13,0,15.6,2.2,-5.0,75.03
2024-04-22 13:10:00,5.0,1.96,1002.43,39.68,35.26,50467.93,396.04,4,22,13,10,15.6,2.2,-5.0,74.1
2024-04-22 13:20:00,5.0,2.26,1002.33,38.83,37.42,50329.03,397.43,4,22,13,20,15.6,2.2,-5.0,73.05
2024-04-22 13:30:00,5.0,2.05,1002.34,38.26,38.9,44512.31,329.13,4,22,13,30,15.6,2.2,-5.0,71.88
2024-04-22 13:40:00,5.0,1.78,1002.34,37.44,40.66,40078.32,259.98,4,22,13,40,15.6,2.2,-5.0,70.59
2024-04-22 13:50:00,5.0,1.94,1002.28,38.46,38.92,68815.82,791.55,4,22,13,50,15.6,2.2,10.3,69.18
2024-04-22 14:00:00,5.0,1.91,1002.29,38.31,38.79,43264.08,303.07,4,22,14,0,15.6,1.4,20.0,67.66
2024-04-22 14:10:00,5.0,1.32,1002.15,38.1,39.03,41672.06,276.07,4,22,14,10,15.6,1.4,-5.0,66.02
2024-04-22 14:20:00,5.0,1.81,1001.94,38.28,38.31,48500.35,377.07,4,22,14,20,15.6,1.4,-5.0,64.28
2024-04-22 14:30:00,5.0,1.07,1001.6,38.75,37.48,52669.46,412.51,4,22,14,30,15.6,1.4,-5.0,62.42
2024-04-22 14:40:00,5.0,1.3,1001.65,38.96,37.74,47282.93,402.93,4,22,14,40,15.6,1.4,17.0,60.47
2024-04-22 14:50:00,5.0,1.12,1001.76,36.19,43.01,19139.0,61.2,4,22,14,50,15.6,1.4,-5.0,58.42
2024-04-22 15:00:00,5.0,0.94,1001.58,34.04,53.7,15464.42,40.69,4,22,15,0,15.6,1.0,-5.0,56.27
2024-04-22 15:10:00,5.0,0.59,1001.73,31.43,60.71,9555.42,16.71,4,22,15,10,15.6,1.0,-5.0,54.02
2024-04-22 15:20:00,5.0,0.38,1001.86,30.88,63.01,7902.33,10.63,4,22,15,20,15.6,1.0,10.6,51.69
2024-04-22 15:30:00,5.0,0.65,1001.86,29.86,71.73,8923.58,13.49,4,22,15,30,15.6,1.0,17.0,49.27
2024-04-22 15:40:00,5.0,0.43,1001.94,28.64,82.94,11675.83,23.84,4,22,15,40,15.6,1.0,17.0,46.77
2024-04-22 15:50:00,5.0,0.05,1001.72,29.14,85.6,18635.42,57.75,4,22,15,50,15.6,1.0,30.2,44.19
2024-04-22 16:00:00,5.0,0.0,1001.79,29.17,86.07,13898.58,32.53,4,22,16,0,15.6,0.3,25.2,41.54
2024-04-22 16:10:00,5.0,0.0,1001.8,28.0,87.82,9004.92,13.81,4,22,16,10,15.6,0.3,-5.0,38.82
2024-04-22 16:20:00,5.0,0.0,1002.03,27.77,89.63,5463.75,5.15,4,22,16,20,15.6,0.3,6.0,36.03
2024-04-22 16:30:00,5.0,1.14,1002.04,27.49,89.06,4428.0,3.46,4,22,16,30,15.6,0.3,10.6,33.19
2024-04-22 16:40:00,5.0,2.34,1002.07,26.41,88.15,7221.58,9.35,4,22,16,40,15.6,0.3,17.0,30.29
2024-04-22 16:50:00,5.0,2.14,1002.1,26.12,89.33,7178.33,10.03,4,22,16,50,15.6,0.3,25.4,27.34
2024-04-22 17:00:00,5.0,3.04,1002.17,26.23,87.81,8181.17,12.82,4,22,17,0,15.6,0.2,25.4,24.34
2024-04-22 17:10:00,5.0,2.45,1002.09,26.04,86.1,8546.58,13.4,4,22,17,10,15.6,0.2,25.0,21.31
2024-04-22 17:20:00,5.0,1.51,1002.12,25.98,85.51,7600.84,10.8,4,22,17,20,15.6,0.2,-5.0,18.24
2024-04-22 17:30:00,5.0,0.33,1002.07,26.23,84.8,6928.67,9.18,4,22,17,30,15.6,0.2,-5.0,15.14
2024-04-22 17:40:00,5.0,0.34,1002.22,26.36,82.6,5641.75,6.7,4,22,17,40,15.6,0.2,-5.0,12.01
2024-04-22 17:50:00,5.0,0.26,1002.19,26.32,82.63,4694.67,5.08,4,22,17,50,15.6,0.2,-5.0,8.87
2024-04-22 18:00:00,5.0,0.06,1002.33,26.13,83.02,1549.25,0.84,4,22,18,0,15.6,0.1,-5.0,5.71
2024-04-22 18:10:00,5.0,1.69,1002.32,25.94,81.82,375.33,0.05,4,22,18,10,15.6,0.1,-5.0,2.54
2024-04-22 18:20:00,5.0,1.78,1002.28,25.56,81.86,121.42,0.01,4,22,18,20,15.6,0.1,-5.0,0.0
2024-04-22 18:30:00,5.0,0.74,1002.31,25.44,83.47,30.83,0.0,4,22,18,30,15.6,0.1,-5.0,0.0
2024-04-23 05:10:00,5.0,0.61,1003.03,23.56,89.81,43.57,0.0,4,23,5,10,6.6,0.0,22.0,0.0
2024-04-23 05:20:00,5.0,1.18,1003.14,23.39,89.54,139.67,0.0,4,23,5,20,6.6,0.0,22.0,0.0
2024-04-23 05:30:00,5.0,0.0,1003.05,23.35,89.57,370.5,0.03,4,23,5,30,6.6,0.0,11.1,1.6
2024-04-23 05:40:00,5.0,0.0,1002.95,23.46,89.22,913.25,0.17,4,23,5,40,6.6,0.0,21.0,4.81
2024-04-23 05:50:00,5.0,0.26,1002.85,23.44,88.81,1482.08,0.38,4,23,5,50,6.6,0.0,10.3,8.0
2024-04-23 06:00:00,5.0,0.0,1002.9,23.45,88.75,1958.08,0.6,4,23,6,0,6.6,0.0,-5.0,11.19
2024-04-23 06:10:00,5.0,0.0,1002.97,23.58,88.45,2981.08,1.32,4,23,6,10,6.6,0.0,-5.0,14.35
2024-04-23 06:20:00,5.0,0.06,1003.09,24.35,86.1,6556.33,8.02,4,23,6,20,6.6,0.0,-5.0,17.49
2024-04-23 06:30:00,5.0,0.53,1003.26,26.15,78.77,9253.58,17.02,4,23,6,30,6.6,0.0,-5.0,20.6
2024-04-23 06:40:00,5.0,0.9,1003.38,27.38,71.55,11781.25,26.51,4,23,6,40,6.6,0.0,-5.0,23.68
2024-04-23 06:50:00,5.0,0.82,1003.62,27.0,73.37,12656.33,32.14,4,23,6,50,6.6,0.0,-5.0,26.72
2024-04-23 07:00:00,5.0,0.64,1003.86,29.2,66.56,16172.67,56.66,4,23,7,0,6.6,0.2,-5.0,29.71
2024-04-23 07:10:00,5.0,1.37,1004.09,28.79,67.88,16409.67,56.2,4,23,7,10,6.6,0.2,-5.0,32.66
2024-04-23 07:20:00,5.0,0.48,1004.02,32.06,58.87,18110.58,84.56,4,23,7,20,6.6,0.2,-5.0,35.55
2024-04-23 07:30:00,5.0,0.52,1004.17,33.24,54.01,22010.08,113.99,4,23,7,30,6.6,0.2,-5.0,38.38
2024-04-23 07:40:00,5.0,0.5,1004.28,34.34,50.09,22585.5,121.87,4,23,7,40,6.6,0.2,-5.0,41.15
2024-04-23 07:50:00,5.0,0.76,1004.35,33.09,52.44,15496.67,57.67,4,23,7,50,6.6,0.2,-5.0,43.86
2024-04-23 08:00:00,5.0,0.62,1004.32,30.3,59.57,15390.5,41.38,4,23,8,0,6.6,0.8,-5.0,46.49
2024-04-23 08:10:00,5.0,1.41,1004.42,29.16,63.22,17204.67,50.79,4,23,8,10,6.6,0.8,-5.0,49.04
2024-04-23 08:20:00,5.0,1.34,1004.47,28.71,64.42,19088.92,63.07,4,23,8,20,6.6,0.8,-5.0,51.51
2024-04-23 08:30:00,5.0,0.1,1004.45,30.76,59.35,28110.92,145.23,4,23,8,30,6.6,0.8,-5.0,53.9
2024-04-23 08:40:00,5.0,0.28,1004.43,32.51,53.68,30149.08,166.91,4,23,8,40,6.6,0.8,-5.0,56.2
2024-04-23 08:50:00,5.0,0.3,1004.57,35.46,44.7,39064.23,361.46,4,23,8,50,6.6,0.8,-5.0,58.41
2024-04-23 09:00:00,5.0,0.46,1004.62,35.64,43.37,25224.95,137.87,4,23,9,0,6.6,0.8,-5.0,60.52
2024-04-23 09:10:00,5.0,0.47,1004.58,33.66,47.57,30125.08,154.76,4,23,9,10,6.6,0.8,-5.0,62.53
2024-04-23 09:20:00,5.0,0.47,1004.58,33.18,49.49,21176.75,83.88,4,23,9,20,6.6,0.8,-5.0,64.44
2024-04-23 09:30:00,5.0,0.73,1004.4,31.71,53.11,20160.25,67.25,4,23,9,30,6.6,0.8,-5.0,66.24
2024-04-23 09:40:00,5.0,0.32,1004.34,31.64,54.33,21366.42,75.28,4,23,9,40,6.6,0.8,-5.0,67.93
2024-04-23 09:50:00,5.0,0.23,1004.15,32.05,53.59,23410.08,89.12,4,23,9,50,6.6,0.8,-5.0,69.51
2024-04-23 10:00:00,5.0,0.27,1004.02,32.39,51.63,29040.33,140.18,4,23,10,0,6.6,0.7,-5.0,70.98
2024-04-23 10:10:00,5.0,0.7,1003.91,33.9,48.24,44817.47,337.71,4,23,10,10,6.6,0.7,-5.0,72.33
2024-04-23 10:20:00,5.0,0.29,1003.85,36.57,42.26,44734.82,337.63,4,23,10,20,6.6,0.7,-5.0,73.56
2024-04-23 10:30:00,5.0,0.22,1003.68,37.98,39.01,46594.94,351.53,4,23,10,30,6.6,0.7,-5.0,74.66
2024-04-23 10:40:00,5.0,1.05,1003.73,37.21,39.56,35855.97,223.16,4,23,10,40,6.6,0.7,-5.0,75.65
2024-04-23 10:50:00,5.0,0.34,1003.61,35.1,43.73,24061.42,98.14,4,23,10,50,6.6,0.7,-5.0,76.51
2024-04-23 11:00:00,5.0,0.29,1003.66,34.26,43.01,26479.0,116.48,4,23,11,0,6.6,1.0,-5.0,77.25
2024-04-23 11:10:00,5.0,0.84,1003.51,33.39,46.33,19918.5,72.0,4,23,11,10,6.6,1.0,-5.0,77.85
2024-04-23 11:20:00,5.0,0.0,1003.39,32.98,47.63,22644.67,91.54,4,23,11,20,6.6,1.0,-5.0,78.33
2024-04-23 11:30:00,5.0,0.0,1003.2,34.72,44.42,38383.85,247.94,4,23,11,30,6.6,1.0,-5.0,78.69
2024-04-23 11:40:00,5.0,0.4,1003.28,36.07,40.7,27517.25,140.43,4,23,11,40,6.6,1.0,-5.0,78.91
2024-04-23 11:50:00,5.0,0.19,1003.23,34.54,43.71,14335.0,37.94,4,23,11,50,6.6,1.0,-5.0,79.0
2024-04-23 12:00:00,5.0,0.17,1003.2,32.8,48.15,11412.42,21.05,4,23,12,0,6.6,0.7,-5.0,78.96
2024-04-23 12:10:00,5.0,0.05,1002.93,31.84,50.88,10964.83,19.48,4,23,12,10,6.6,0.7,-5.0,78.79
2024-04-23 12:20:00,5.0,0.05,1002.72,31.27,52.36,10664.08,19.38,4,23,12,20,6.6,0.7,-5.0,78.49
2024-04-23 12:30:00,5.0,0.25,1002.64,31.39,52.41,16068.92,43.61,4,23,12,30,6.6,0.7,6.0,78.06
2024-04-23 12:40:00,5.0,0.12,1002.6,32.54,50.25,22789.58,89.14,4,23,12,40,6.6,0.7,-5.0,77.51
2024-04-23 12:50:00,5.0,0.0,1002.52,33.82,46.47,21073.5,77.88,4,23,12,50,6.6,0.7,-5.0,76.82
2024-04-23 13:00:00,5.0,0.11,1002.34,33.85,45.54,17244.08,52.42,4,23,13,0,6.6,0.4,-5.0,76.01
2024-04-23 13:10:00,5.0,0.0,1002.34,33.52,46.83,14454.42,37.55,4,23,13,10,6.6,0.4,-5.0,75.07
2024-04-23 13:20:00,5.0,0.11,1002.38,32.51,49.17,11718.83,24.45,4,23,13,20,6.6,0.4,-5.0,74.01
2024-04-23 13:30:00,5.0,0.08,1002.25,31.98,50.47,12944.0,30.24,4,23,13,30,6.6,0.4,-5.0,72.83
2024-04-23 13:40:00,5.0,0.0,1002.07,32.56,50.33,22335.67,87.98,4,23,13,40,6.6,0.4,-5.0,71.53
2024-04-23 13:50:00,5.0,0.0,1002.1,34.15,46.27,27422.75,133.48,4,23,13,50,6.6,0.4,-5.0,70.11
2024-04-23 14:00:00,5.0,0.05,1002.08,34.73,44.41,27484.92,134.49,4,23,14,0,6.6,0.5,-5.0,68.58
2024-04-23 14:10:00,5.0,0.06,1001.96,35.15,42.88,30213.33,161.14,4,23,14,10,6.6,0.5,-5.0,66.93
2024-04-23 14:20:00,5.0,0.03,1001.77,34.92,43.43,29544.08,153.02,4,23,14,20,6.6,0.5,-5.0,65.17
2024-04-23 14:30:00,5.0,0.11,1001.74,35.1,43.01,27354.0,130.01,4,23,14,30,6.6,0.5,-5.0,63.3
2024-04-23 14:40:00,5.0,0.22,1001.57,34.96,43.25,24490.08,105.1,4,23,14,40,6.6,0.5,-5.0,61.33
2024-04-23 14:50:00,5.0,0.05,1001.54,34.42,45.05,22441.84,88.25,4,23,14,50,6.6,0.5,-5.0,59.26
2024-04-23 15:00:00,5.0,0.1,1001.61,33.33,47.49,20798.08,76.67,4,23,15,0,6.6,0.7,7.0,57.09
2024-04-23 15:10:00,5.0,0.0,1001.59,33.5,47.83,26283.17,118.48,4,23,15,10,6.6,0.7,-5.0,54.83
2024-04-23 15:20:00,5.0,0.0,1001.78,34.51,45.05,26582.92,120.5,4,23,15,20,6.6,0.7,-5.0,52.48
2024-04-23 15:30:00,5.0,0.0,1001.71,34.44,44.86,23720.0,98.29,4,23,15,30,6.6,0.7,-5.0,50.04
2024-04-23 15:40:00,5.0,0.0,1001.69,33.8,47.26,19665.58,69.17,4,23,15,40,6.6,0.7,-5.0,47.52
2024-04-23 15:50:00,5.0,0.14,1001.57,32.5,50.56,16966.17,51.25,4,23,15,50,6.6,0.7,-5.0,44.92
2024-04-23 16:00:00,5.0,0.06,1001.51,32.19,51.8,15194.5,41.26,4,23,16,0,6.6,0.6,-5.0,42.24
2024-04-23 16:10:00,5.0,0.13,1001.44,31.4,54.12,12606.75,28.65,4,23,16,10,6.6,0.6,-5.0,39.5
2024-04-23 16:20:00,5.0,0.0,1001.32,30.78,56.46,10705.67,20.41,4,23,16,20,6.6,0.6,-5.0,36.69
2024-04-23 16:30:00,5.0,0.0,1001.21,30.67,56.7,7847.0,11.62,4,23,16,30,6.6,0.6,-5.0,33.82
2024-04-23 16:40:00,5.0,0.0,1001.12,30.31,57.96,6317.83,7.19,4,23,16,40,6.6,0.6,-5.0,30.9
2024-04-23 16:50:00,5.0,0.0,1001.19,29.89,59.21,5768.42,6.06,4,23,16,50,6.6,0.6,10.3,27.92
2024-04-23 17:00:00,5.0,0.06,1001.43,29.44,61.07,4744.92,4.16,4,23,17,0,6.6,0.2,10.3,24.9
2024-04-23 17:10:00,5.0,0.51,1001.55,28.63,65.05,3091.5,1.99,4,23,17,10,6.6,0.2,7.0,21.84
2024-04-23 17:20:00,5.0,0.45,1001.67,28.09,66.83,1459.54,0.5,4,23,17,20,6.6,0.2,6.0,18.74
2024-04-23 17:30:00,5.0,0.04,1001.82,27.94,67.02,1013.42,0.25,4,23,17,30,6.6,0.2,10.3,15.61
2024-04-23 17:40:00,5.0,0.4,1001.76,27.58,68.74,731.92,0.13,4,23,17,40,6.6,0.2,17.0,12.45
2024-04-23 17:50:00,5.0,0.05,1001.78,27.23,69.66,420.17,0.05,4,23,17,50,6.6,0.2,11.1,9.28
2024-04-23 18:00:00,5.0,0.93,1001.77,26.95,71.16,248.17,0.02,4,23,18,0,6.6,0.0,17.0,6.09
2024-04-23 18:10:00,5.0,1.12,1001.96,26.69,71.8,93.17,0.0,4,23,18,10,6.6,0.0,15.0,2.89
2024-04-23 18:20:00,5.0,0.77,1001.96,26.57,72.19,31.31,0.0,4,23,18,20,6.6,0.0,17.0,0.0
2024-04-24 05:10:00,5.0,0.0,1003.96,24.29,84.21,24.17,0.0,4,24,5,10,1.6,0.0,7.0,0.0
2024-04-24 05:20:00,5.0,0.0,1004.12,24.18,85.77,63.84,0.0,4,24,5,20,1.6,0.0,-5.0,0.0
2024-04-24 05:30:00,5.0,0.0,1004.24,24.04,87.26,273.17,0.03,4,24,5,30,1.6,0.0,-5.0,1.6
2024-04-24 05:40:00,5.0,0.31,1004.39,23.92,88.02,472.08,0.07,4,24,5,40,1.6,0.0,-5.0,4.81
2024-04-24 05:50:00,5.0,0.03,1004.37,23.91,88.35,924.08,0.19,4,24,5,50,1.6,0.0,7.0,8.0
2024-04-24 06:00:00,5.0,0.0,1004.48,23.96,87.76,1001.92,0.21,4,24,6,0,1.6,0.0,15.0,11.19
2024-04-24 06:10:00,5.0,0.1,1004.76,24.02,87.42,1329.58,0.33,4,24,6,10,1.6,0.0,16.0,14.35
2024-04-24 06:20:00,5.0,0.16,1004.83,24.04,87.67,1473.08,0.43,4,24,6,20,1.6,0.0,11.1,17.49
2024-04-24 06:30:00,5.0,0.12,1004.82,24.19,86.66,2640.08,1.23,4,24,6,30,1.6,0.0,10.6,20.6
2024-04-24 06:40:00,5.0,0.09,1004.97,24.3,86.04,3053.08,1.57,4,24,6,40,1.6,0.0,16.0,23.68
2024-04-24 06:50:00,5.0,0.0,1005.04,24.5,85.71,3252.83,1.72,4,24,6,50,1.6,0.0,11.1,26.72
2024-04-24 07:00:00,5.0,0.0,1005.09,24.52,85.52,3889.83,2.47,4,24,7,0,1.6,0.0,10.6,29.71
2024-04-24 07:10:00,5.0,0.0,1005.21,24.58,87.05,4994.75,3.96,4,24,7,10,1.6,0.0,11.1,32.66
2024-04-24 07:20:00,5.0,0.0,1005.21,24.38,90.52,4502.17,3.22,4,24,7,20,1.6,0.0,36.4,35.55
2024-04-24 07:30:00,5.0,0.0,1005.23,24.3,91.41,4217.58,2.87,4,24,7,30,1.6,0.0,20.0,38.38
2024-04-24 07:40:00,5.0,0.0,1005.31,24.18,91.81,3843.58,2.4,4,24,7,40,1.6,0.0,26.0,41.15
2024-04-24 07:50:00,5.0,0.0,1005.57,24.09,91.95,3773.5,2.41,4,24,7,50,1.6,0.0,25.2,43.86
2024-04-24 08:00:00,5.0,0.0,1005.7,24.05,92.02,5421.17,6.05,4,24,8,0,1.6,0.1,25.2,46.49
2024-04-24 08:10:00,5.0,0.0,1005.68,24.44,91.43,9447.16,16.2,4,24,8,10,1.6,0.1,30.0,49.04
2024-04-24 08:20:00,5.0,0.04,1005.83,24.75,91.08,6243.58,7.73,4,24,8,20,1.6,0.1,25.4,51.51
2024-04-24 08:30:00,5.0,0.06,1005.98,24.97,89.92,7925.75,10.5,4,24,8,30,1.6,0.1,22.0,53.9
2024-04-24 08:40:00,5.0,0.0,1006.04,24.79,89.6,6703.58,6.97,4,24,8,40,1.6,0.1,22.2,56.2
2024-04-24 08:50:00,5.0,0.12,1006.17,24.51,90.06,3682.67,2.09,4,24,8,50,1.6,0.1,20.0,58.41
2024-04-24 09:00:00,5.0,0.28,1006.08,24.32,90.78,5511.5,4.6,4,24,9,0,1.6,0.1,25.0,60.52
2024-04-24 09:10:00,5.0,1.33,1006.2,24.04,90.33,5037.0,3.88,4,24,9,10,1.6,0.1,26.0,62.53
2024-04-24 09:20:00,5.0,1.49,1006.18,23.77,91.25,5485.75,4.75,4,24,9,20,1.6,0.1,41.4,64.44
2024-04-24 09:30:00,5.0,1.34,1006.33,23.52,92.7,6829.17,5.77,4,24,9,30,1.6,0.1,31.0,66.24
2024-04-24 09:40:00,5.0,1.08,1006.23,23.78,93.06,13429.92,27.06,4,24,9,40,1.6,0.1,31.0,67.93
2024-04-24 09:50:00,5.0,0.69,1006.24,24.22,92.51,16741.92,45.89,4,24,9,50,1.6,0.1,41.4,69.51
2024-04-24 10:00:00,5.0,0.92,1006.25,24.64,92.17,17166.17,44.43,4,24,10,0,1.6,0.2,31.0,70.98
